Response ID,"If you agree to these conditions, please click ""I consent to participate"" below. If you do not agree, click the “I do not consent to participate” option.

By agreeing to participate, you confirm that you are over 18 years of age.

 

I have read the above information.","What is your Prolific ID?

Please note that this response should auto-fill with the correct ID.","In Novel A, how long is the trail that Sam takes?","In Novel A, what plant does Sam rest against?","In Novel B, when does Alex go to the cafe?","In Novel B, what is the material of the chair Alex sketches?",chosen_story,"Your opinion is fundamental to understand reader preferences. Please take your time to answer this question.

In your own words, briefly share your motivation for your choice (minimum 200 characters, or about 40 words).",Your age:,gender,Your gender - Prefer to self describe: - Text,What was your total family income before taxes during the past 12 months?,List of Countries,Do you currently reside in the United States?,What is your current United States Zip Code?,How would you describe your political views?,"In Novel A, when does Alex go to the cafe?","In Novel A, what is the material of the chair Alex sketches?","In Novel B, how long is the trail that Sam takes?","In Novel B, what plant does Sam rest against?",boh,first_gender,first_story,chose_woman,Treatment A,chose_hike,respondent_woman
R_2iwM5RlCodFk8gx,I consent to participate.,613a0cc3bb0bfaa8ebcc4275,6 miles,Juniper tree,Morning,Wood,Novel A,It just sounded more interesting to me. Sam sounded like she was struggling more in her story then Alex in his. I supposed that just appeals to me more. Maybe I relate to her struggle. I can also relate to going for a hike more than drawing.,25-35,Man,,"Less than $25,000",United States of America,Yes,12538,Very liberal,,,,,,W,Hike,1,Hike,1,0
R_2D09elLT1OMGnr0,I consent to participate.,664656c946a81350aa766b78,6 miles,Juniper tree,Morning,Wood,Novel A,"The end of the selected reading for Novel A left a rather large cliffhanger about what the note he was about to open contained. It seems to have more entergy to it than Novel B, hiking vs. sitting in a cafe. ",25-35,Man,,"$100,000-$199,999",United States of America,Yes,50021,Moderate,,,,,,M,Hike,0,Other,1,0
R_7tEx7rH06tBRJCh,I consent to participate.,5ba8e2d9127ccd0001b2e3cd,6 miles,Juniper tree,Morning,Wood,Novel A,"I think I was more into novel A. I found the uncertainty of the note at the end to be more interesting than the idea of an art submission, and I enjoyed the lead up a bit more. The writing styles felt very similar so that did not influence my choice.",25-35,Man,,"$100,000-$199,999",United States of America,Yes,14519,Liberal,,,,,,M,Hike,0,Other,1,0
R_7Sr3KoaWwKl07o5,I consent to participate.,662930c602cbdbcf2dac7c71,,,,,Novel B,I enjoy stories about nature and differences in climate across the country. The changes in atmosphere between Arizona and Washington are pretty significant so I think I’d find it interesting to read about.,36-45,Woman,,"$50,000-$99,999",United States of America,Yes,95536,Liberal,Morning,Wood,6 miles,Juniper tree,,M,Coffee,1,Hike,1,1
R_6BR3VGwHhwSDr0J,I consent to participate.,5ec9112305ac273ed882f22a,6 miles,Juniper tree,Morning,Wood,Novel A,The way Novel A was written was more compelling than the way Novel B was written.  Novel A was almost poetic and somewhat mysterious.  It drew me in and helped me envision what was happening to the protagonist.,36-45,Man,,"$100,000-$199,999",United States of America,Yes,37323,Moderate,,,,,,W,Hike,1,Hike,1,0
R_7YM71a9K9pWHjZF,I consent to participate.,5be7a0007514d00001087731,6 miles,Juniper tree,Morning,Wood,Novel A,"Both are kind of confusing to follow at first, but I thought the first one was more interesting than the second. The first one has some ongoing conflict in the woman's internal dialogue, which is interesting, and the message at the end is intriguing. The second one doesn't have that kind of tension, I feel, and when it finally gets towards the end of the excerpt, where he's doing stuff, I feel it's not a very interesting motivation--drawing the chair in front of him doesn't seem important, and submitting something to an art show (or not) doesn't grab me as something I really want to read more about. With the first one, she's made a move from Washington to Arizona, and the letter suggests potential motivation--maybe she's running away from something? There's more of a mystery going on there. With the second one, the protagonist just seems like a somewhat frustrated artist who is kind of agitated; I'm not very interested in reading about him.",46-55,Man,,"$50,000-$99,999",United States of America,Yes,46953,Moderate,,,,,,W,Hike,1,Hike,1,0
R_5mcgLtUgcEc8q2t,I consent to participate.,5e9df26707933e1720927fee,,,,,Novel A,"I work in the arts and make art in my spare time so I was sort of drawn (ha) to the  first one. I found the writing to be ok, not great, but very descriptive and interesting. What is this story, who is it for, who is this character, and does it have anything at all to do with the overall plot. ",36-45,Man,,"$50,000-$99,999",United States of America,Yes,98106,Liberal,Morning,Wood,6 miles,Juniper tree,,M,Coffee,0,Hike,0,0
R_2IhmLGM8iEJrJdn,I consent to participate.,5e801ffa2b3c3870ecdf7865,6 miles,Juniper tree,Morning,Wood,Novel A,"Novel A sounds like a more adventurous story and it stops at a point that sounds like something unusual is going to happen, and I would like to find out what's going to happen to Sam. Novel B is kinda boring and only talks about some random thoughts of Alex in a cafe shop.",46-55,Man,,"$100,000-$199,999",China,Yes,75701,Very conservative,,,,,,W,Hike,1,Hike,1,0
R_2GOFeCqNx8yhh4U,I consent to participate.,63d53aba8df6735aa2f61e80,6 miles,Juniper tree,Morning,Wood,Novel A,Novel A had substance to it that led that there could me more interesting things.  A plethora of things could happen where novel B was mostly focused in art in my opinion.  Not much of a mystery with novel b.  ,46-55,Woman,,"$50,000-$99,999",United States of America,Yes,74017,Moderate,,,,,,M,Hike,0,Other,1,1
R_1DV1cA6hxza6xtn,I consent to participate.,5d58cb946c04b200161ecf9b,6 miles,Juniper tree,Morning,Wood,Novel A,"The ending to the passage of novel A was more intriguing than the beret of novel B; however, neither novel particularly caught my interest. I didn’t feel as though the characters were uniquely created, and they seemed more like stock characters created in youth. Additionally, neither of the settings interested me. ",18-24,Woman,,"$100,000-$199,999",United States of America,Yes,48917,Liberal,,,,,,M,Hike,0,Other,1,1
R_8dZrn2e92JXMYx3,I consent to participate.,65c10fdabd93bdc59f95835b,6 miles,Juniper tree,Morning,Wood,Novel A,"I would continue reading novel A because it seems like something interesting might happen. She's out in the woods on a six-mile hike and it's so many things that could go wrong which makes for a good plot. In the other novel, it seems kind of boring. He just sketched a chair and left. Nothing interesting at all. ",25-35,Woman,,"$50,000-$99,999",United States of America,Yes,77630,Liberal,,,,,,W,Hike,1,Hike,1,1
R_2pShiQLtqjZFJVh,I consent to participate.,5be5edc29907dd00013b241b,,,,,Novel B,The note Sam finds at the end of the Novel B excerpt was mysterious and intriguing enough to pique my interest. I want to know what the purpose of the note is and what happens next. The Novel A excerpt lacked mystery to me.,25-35,Woman,,"$50,000-$99,999",United States of America,Yes,18512,Very liberal,Morning,Wood,6 miles,Juniper tree,,M,Coffee,1,Hike,1,1
R_3ffzxqrDisUx4WI,I consent to participate.,65ef7e2a7204e54dcdbc3f66,,,,,Novel B,I would choose novel B because I would just have to find out the contents of the letter and why it brought Sam to Tuscon. It is a bit mysterious and perhaps it will open up more information about Sam's character other than that she is health conscious and appears to be physically fit to do a strenuous hike. ,65+,Woman,,"$50,000-$99,999",United States of America,Yes,18018,Moderate,Morning,Wood,6 miles,Juniper tree,,M,Coffee,1,Hike,1,1
R_1DnnNqbvvrnpQyf,I consent to participate.,63d446703e49e811c820bb7b,,,,,Novel A,"Alex seemed like the more interesting person to me. She had a mysterious feel about her, and I wanted to find out more. I actually found both passages intriguing, but passage A had a little more appeal to me. I wanted to find out more about her life and background. ",36-45,Man,,"$100,000-$199,999",United States of America,Yes,60005,Moderate,Morning,Wood,6 miles,Juniper tree,,W,Coffee,1,Other,0,0
R_5uOsIcdcVCdsbVn,I consent to participate.,62c4f82ca86e047e4e1df9b1,,,,,Novel B,"I prefer Novel B over Novel A, because it seemed more interesting to me. I felt like I could relate to Sam, due to her moving to a new state, that's completely different from where she was. I also made a big move like that, a couple years ago. I moved from New Jersey to Oklahoma. Huge, huge difference.",36-45,Woman,,"$25,000-$49,999",United States of America,Yes,74601,Liberal,Morning,Wood,6 miles,Juniper tree,,M,Coffee,1,Hike,1,1
R_2ODkg1oaM3oDXcV,I consent to participate.,60ac598ac62f950cfa1ff1d0,6 miles,Juniper tree,Morning,Wood,Novel A,Novel A just seemed to fit my tastes more. I also identified with the main character being a woman. I was interested to read what she did next and what was in the letter. I was also interested in finding out the reasons for her move.,46-55,Woman,,"$100,000-$199,999",United States of America,Yes,75022,Liberal,,,,,,W,Hike,1,Hike,1,1
R_7humCg4AAco4lG1,I consent to participate.,61507c30291069d83501fdad,,,,,Novel B,"It had a more interesting character and the note in her backpack was intriguing. What does it mean? But honestly I would probably not want to read either novel. The action so far, the scene-setting, is bad.",36-45,Man,,"$100,000-$199,999",United States of America,Yes,74014,Very liberal,Morning,Wood,6 miles,Juniper tree,,M,Coffee,1,Hike,1,0
R_2EhaFtNoB5UBoCD,I consent to participate.,5adbc172e0feeb0001ca97ed,6 miles,Juniper tree,Morning,Wood,Novel A,I am interested in how the rest of Novel A is going to play out. I want to know what are the contents of the letter that he found. It seems like the story will be set up for a very interesting plot or ending.,18-24,Man,,"$100,000-$199,999",United States of America,Yes,95350,Liberal,,,,,,M,Hike,0,Other,1,0
R_23aHh6hiQaI7qr6,I consent to participate.,5bf45d8dbf593d00015a97ce,,,,,Novel B,"Both passages were both very interesting and left me wanting to know what happened next. I am an artist myself so I was drawn to Alex, but the mystery of Sam’s note was intriguing enough to win me over. ",25-35,Woman,,"$25,000-$49,999",United States of America,Yes,64130,Moderate,Morning,Wood,6 miles,Juniper tree,,W,Coffee,0,Other,1,1
R_71FDa7bXLk3F0iP,I consent to participate.,5c695a065416680001bef3c0,6 miles,Juniper tree,Morning,Wood,Novel A,"I am more interested in the immediate circumstances of the first story: what is written within the letter. Maybe it's unexciting, but it should give some backstory or motivation to the character's current situation. The second story is also a bit tiresome to read, feeling a bit overly worded for an intro. This is fine in general, but when it feels like I spent most of the time reading about a chair, it hasn't had any hook into me yet.",36-45,Woman,,"$25,000-$49,999",United States of America,Yes,29440,Liberal,,,,,,M,Hike,0,Other,1,1
R_17a0A0zJ2MaWkwt,I consent to participate.,663cfb2377f29e8692911cb4,6 miles,Juniper tree,Morning,Wood,Novel B,"From the small passages, i felt like novel B captured my attention quicker than novel A. Additionally, I felt more captivated to learn more about the story of novel B than novel A. I felt like the ending of the passage from novel A didn’t leave much for the reader to be anxious to read more about, whereas I immediately wanted to read more of novel B at the end of the passage.",25-35,Man,,"$50,000-$99,999",United States of America,Yes,29609,Liberal,,,,,,M,Hike,1,Other,0,0
R_7PvgUyxTWTEIi8q,I consent to participate.,66438bea65c8020c78283014,,,,,Novel B,Sam seemed like a more interesting character that I identified with more. Added to that was the outdoor hiking element which I am drawn to. The element of mystery to what the letter contains also would keep me interested. The author did a pretty good job of setting up the main character in a short amount of time. ,56-65,Man,,"More than $200,000",United States of America,Yes,79912,Moderate,Morning,Wood,6 miles,Juniper tree,,M,Coffee,1,Hike,1,0
R_145ZrIh4k4lIit6,I consent to participate.,6621714ef944dd0dd6ddc332,6 miles,Juniper tree,Morning,Wood,Novel A,I was more curious about the unread letter than I was about a forgotten appointment. I slightly preferred the writing in Novel A as well. I would've given both books more time before choosing whether or not to stop reading. I usually give a book a couple chapters at least.,46-55,Man,,"$100,000-$199,999",United States of America,Yes,97217,Very liberal,,,,,,W,Hike,1,Hike,1,0
R_1D7SjhZVbxHlJnj,I consent to participate.,60d7d5dc074e8bc367732eb6,,,,,Novel B,"both stories were nice,bit I was curious as to what was in the letter mentioned at the end of passage b. I think that story created a bit more of a mood of suspense and made me want to keep reading. I think that one had more a plot and seemed more interesting to me.",36-45,Woman,,"$50,000-$99,999",United States of America,Yes,48346,Very liberal,Morning,Wood,6 miles,Juniper tree,,W,Coffee,0,Other,1,1
R_1jOm3Nk201VCKDw,I consent to participate.,5fdd503ee766bb41fd50f9d1,6 miles,Juniper tree,Morning,Wood,Novel A,I think that novel A was more interesting.   It painted a much better picture than novel b.  I like that it let on a better cliffhanger.  I really wanted to know what the letter contained and more about the character and story.,36-45,Man,,"$50,000-$99,999",United States of America,Yes,85304,Conservative,,,,,,M,Hike,0,Other,1,0
R_7gZk3XzFtmEpzhv,I consent to participate.,63e5265622755388a4386a00,6 miles,Juniper tree,Morning,Wood,Novel B,Novel A just did not catch my interest that much. I liked novel B for a couple reasons. I liked the descriptive writing of the snow and I am intrigued by what Alex will be doing next. I also found novel b to be easier to read and comprehend compared to novel A.,25-35,Man,,"$100,000-$199,999",United States of America,Yes,60042,Conservative,,,,,,M,Hike,1,Other,0,0
R_2lxxJka0w2DyfWX,I consent to participate.,6643b719f572827cc3743883,6 miles,Juniper tree,Morning,Wood,Novel A,"There was an air of mystery in Novel A.  Why did he move?  What was in the letter?  He took a day off work to hike, but he wasn’t an experienced hiker.  

Novel B was about art, which is something I have little interest in.  I find snow-related environments more appealing than desert, but Novel B felt safer and more internal. ",46-55,Man,,"More than $200,000",United States of America,Yes,95829,Moderate,,,,,,M,Hike,0,Other,1,0
